Ref,Councillor,Date received,Directorate,Service area
16390368,"French MP, Louie",01/10/2024,Place,Environmental Services
16441040,"French MP, Louie",01/11/2024,Adult Social Care & Health,Complex Care
16450728,"French MP, Louie",01/11/2024,Place,Environmental Services
16460141,"French MP, Louie",01/11/2024,Place,Housing Services
16468832,"French MP, Louie",01/11/2024,Place,Economic Skills and Development
16472229,"French MP, Louie",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16076908,"French, Louie",01/09/2024,Place,Housing Services
16218800,"French, Louie",01/09/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
17058672,"French, Louie",01/03/2025,Finance,Exchequer Services
17086296,"French, Louie",01/03/2025,Place,Parking Enforcement (Bexley and Bromley)
17096028,"French, Louie",01/03/2025,Place,Planning and Regulation
17417464,"Gale MP, Roger",01/04/2025,Adult Social Care & Health,Complex Care
17666824,"Gale MP, Roger ",01/05/2025,Adult Social Care & Health,Complex Care
15861496,"Gill, Baljeet",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15879640,"Gill, Baljeet",01/07/2024,Place,Housing Services
15924672,"Gill, Baljeet",01/07/2024,Place,Parking Enforcement (Bexley and Bromley)
15948524,"Gill, Baljeet",01/08/2024,Place,Housing Services
15966992,"Gill, Baljeet",01/08/2024,Adult Social Care & Health,Complex Care
15971052,"Gill, Baljeet",01/08/2024,Place,Libraries and Communities
16113444,"Gill, Baljeet",01/09/2024,Place,Housing Services
16296112,"Gill, Baljeet",01/10/2024,Place,Planning and Regulation
17364473,"Gill, Baljeet",01/04/2025,Place,Environmental Services
17851792,"Gill, Baljeet",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17879184,"Gill, Baljeet",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18061865,"Gill, Baljeet",01/06/2025,Place,Environmental Services
18096720,"Gill, Baljeet",01/06/2025,Place,Planning and Regulation
18340592,"Gill, Baljeet",01/07/2025,Place,Libraries and Communities
16347272,"Gill, Baljeet",01/10/2024,Place,"Highways, Traffic and Infrastructure"
15858468,"Gower MBE, Sue",01/07/2024,Place,Housing Services
15894476,"Gower MBE, Sue",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15901168,"Gower MBE, Sue",01/07/2024,Place,Leisure Parks and Open Spaces
15968920,"Gower MBE, Sue",01/08/2024,Place,Planning and Regulation
15985436,"Gower MBE, Sue",01/08/2024,Place,Environmental Services
16042628,"Gower MBE, Sue",01/08/2024,Place,Leisure Parks and Open Spaces
16073476,"Gower MBE, Sue",01/09/2024,Place,Leisure Parks and Open Spaces
16141300,"Gower MBE, Sue",01/09/2024,Finance,"Property, Assets and Facilities Management"
16142100,"Gower MBE, Sue",01/09/2024,Place,Environmental Services
16156128,"Gower MBE, Sue",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16163592,"Gower MBE, Sue",01/09/2024,Place,Environmental Services
16177641,"Gower MBE, Sue",01/09/2024,Place,Parking Enforcement (Bexley and Bromley)
16177744,"Gower MBE, Sue",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16216936,"Gower MBE, Sue",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16358309,"Gower MBE, Sue",01/10/2024,Place,Environmental Services
16370384,"Gower MBE, Sue",01/10/2024,Place,Environmental Services
16370816,"Gower MBE, Sue",01/10/2024,Place,Environmental Services
16406012,"Gower MBE, Sue",01/11/2024,Place,Economic Skills and Development
16450228,"Gower MBE, Sue",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16577100,"Gower MBE, Sue",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16730036,"Gower MBE, Sue",01/01/2025,Place,Environmental Services
16834408,"Gower MBE, Sue",01/02/2025,Place,Planning and Regulation
16841000,"Gower MBE, Sue",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16938860,"Gower MBE, Sue",01/02/2025,Place,Strategic Planning
17177676,"Gower MBE, Sue",01/03/2025,Finance,"Property, Assets and Facilities Management"
17294024,"Gower MBE, Sue",01/04/2025,Place,Environmental Services
17817836,"Gower MBE, Sue",01/06/2025,Place,Libraries and Communities
18023340,"Gower MBE, Sue",01/06/2025,Place,Planning and Regulation
18035868,"Gower MBE, Sue",01/06/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16718345,"Hall, Steven",01/01/2025,Place,Housing Services
17204160,"Hall, Steven",01/03/2025,Place,Housing Services
17394716,"Hall, Steven",01/04/2025,Place,Leisure Parks and Open Spaces
17395216,"Hall, Steven",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17399681,"Hall, Steven",01/04/2025,Adult Social Care & Health,Complex Care
17403976,"Hall, Steven",01/04/2025,Place,Environmental Services
17424760,"Hall, Steven",01/04/2025,Place,Environmental Services
17438649,"Hall, Steven",01/05/2025,Place,Leisure Parks and Open Spaces
17440048,"Hall, Steven",01/05/2025,Place,Leisure Parks and Open Spaces
17446036,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17452836,"Hall, Steven",01/05/2025,Adult Social Care & Health,Complex Care
17467528,"Hall, Steven",01/05/2025,Place,Leisure Parks and Open Spaces
17482980,"Hall, Steven",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17486612,"Hall, Steven",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17494000,"Hall, Steven",01/05/2025,Adult Social Care & Health,Integrated Commissioning
17518188,"Hall, Steven",01/05/2025,Place,Libraries and Communities
17541016,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17604532,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17617397,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17617996,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17619596,"Hall, Steven",01/05/2025,Place,Housing Services
17674948,"Hall, Steven",01/05/2025,Place,Leisure Parks and Open Spaces
17687476,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17689676,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17690676,"Hall, Steven",01/05/2025,Place,Planning and Regulation
17690976,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17691176,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17691576,"Hall, Steven",01/05/2025,Place,Environmental Services
17691777,"Hall, Steven",01/05/2025,Place,Environmental Services
17717236,"Hall, Steven",01/05/2025,Place,Environmental Services
17726736,"Hall, Steven",01/05/2025,Place,Environmental Services
17740532,"Hall, Steven",01/05/2025,Place,Planning and Regulation
17742432,"Hall, Steven",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17762220,"Hall, Steven",01/06/2025,Place,Strategic Planning
17763520,"Hall, Steven",01/06/2025,Place,Environmental Services
17764220,"Hall, Steven",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17769552,"Hall, Steven",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17775884,"Hall, Steven",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17815936,"Hall, Steven",01/06/2025,Place,Leisure Parks and Open Spaces
17837528,"Hall, Steven",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17878353,"Hall, Steven",01/06/2025,Place,Environmental Services
17891716,"Hall, Steven",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17907473,"Hall, Steven",01/06/2025,Place,Environmental Services
17908672,"Hall, Steven",01/06/2025,Place,Planning and Regulation
17927268,"Hall, Steven",01/06/2025,Adult Social Care & Health,Integrated Commissioning
18164036,"Hall, Steven",01/07/2025,Place,Environmental Services
18174464,"Hall, Steven",01/07/2025,Place,Leisure Parks and Open Spaces
18186764,"Hall, Steven",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18192592,"Hall, Steven",01/07/2025,Place,Planning and Regulation
18206492,"Hall, Steven",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18214252,"Hall, Steven",01/07/2025,Place,Housing Services
18245581,"Hall, Steven",01/07/2025,Place,Environmental Services
18245584,"Hall, Steven",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18247580,"Hall, Steven",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18268472,"Hall, Steven",01/07/2025,Place,Leisure Parks and Open Spaces
18430632,"Hall, Steven",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18463360,"Hall, Steven",01/07/2025,Place,Environmental Services
18468156,"Hall, Steven",01/07/2025,Place,Planning and Regulation
18485352,"Hall, Steven",01/07/2025,Place,Environmental Services
18505044,"Hall, Steven",01/07/2025,Place,Leisure Parks and Open Spaces
18505244,"Hall, Steven",01/07/2025,Adult Social Care & Health,Integrated Rehabilitation
18506676,"Hall, Steven",01/07/2025,Place,Planning and Regulation
18506876,"Hall, Steven",01/07/2025,Place,Environmental Services
18507176,"Hall, Steven",01/07/2025,Place,Environmental Services
18552901,"Hall, Steven",01/07/2025,Place,Planning and Regulation
18566960,"Hall, Steven",01/07/2025,Place,Libraries and Communities
18567360,"Hall, Steven",01/07/2025,Place,Environmental Services
18576160,"Hall, Steven",01/07/2025,Place,Environmental Services
16404412,"Hall, Steven",01/11/2024,Place,Parking Enforcement (Bexley and Bromley)
15825596,"Hinkley, Sally",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15903730,"Hinkley, Sally",01/07/2024,Finance,Exchequer Services
15909757,"Hinkley, Sally",01/07/2024,Place,Housing Services
15925972,"Hinkley, Sally",01/07/2024,Place,Environmental Services
16109216,"Hinkley, Sally",01/09/2024,Place,Environmental Services
16113545,"Hinkley, Sally",01/09/2024,Place,Housing Services
16223360,"Hinkley, Sally",01/10/2024,Place,Environmental Services
16497133,"Hinkley, Sally",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16570608,"Hinkley, Sally",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16570809,"Hinkley, Sally",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16571108,"Hinkley, Sally",01/12/2024,Place,Environmental Services
16571209,"Hinkley, Sally",01/12/2024,Place,Planning and Regulation
16571408,"Hinkley, Sally",01/12/2024,Place,Planning and Regulation
16681121,"Hinkley, Sally",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16766388,"Hinkley, Sally",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16766588,"Hinkley, Sally",01/01/2025,Place,Environmental Services
16766788,"Hinkley, Sally",01/01/2025,Place,Environmental Services
16766989,"Hinkley, Sally",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16767289,"Hinkley, Sally",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16767588,"Hinkley, Sally",01/01/2025,Place,Environmental Services
17117480,"Hinkley, Sally",01/03/2025,Place,Environmental Services
17541616,"Hinkley, Sally",01/05/2025,Place,"Highways, Traffic and Infrastructure"
18553600,"Hinkley, Sally",01/07/2025,Place,Planning and Regulation
16062300,"Holt, George - Councillor for Dartford",01/08/2024,Adult Social Care & Health,Safeguarding Adults
15866588,"Hunt, James",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15901668,"Hunt, James",01/07/2024,Place,Environmental Services
16045056,"Hunt, James",01/08/2024,Place,Environmental Services
16114344,"Hunt, James",01/09/2024,Educational Achievement & Inclusion,0-25 SEND
16141500,"Hunt, James",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16267406,"Hunt, James",01/10/2024,Place,Leisure Parks and Open Spaces
16516007,"Hunt, James",01/11/2024,Place,Housing Services
16571208,"Hunt, James",01/12/2024,Place,Planning and Regulation
16665302,"Hunt, James",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16665601,"Hunt, James",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16925536,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16926036,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16926236,"Hunt, James",01/02/2025,Place,Environmental Services
16946020,"Hunt, James",01/02/2025,Place,Housing Services
16960416,"Hunt, James",01/02/2025,Finance,Exchequer Services
16960616,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16968544,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16968744,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16977004,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16977905,"Hunt, James",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16979904,"Hunt, James",01/02/2025,Place,Environmental Services
17018896,"Hunt, James",01/03/2025,Place,Environmental Services
17047216,"Hunt, James",01/03/2025,Place,Environmental Services
17091229,"Hunt, James",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17113680,"Hunt, James",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17270240,"Hunt, James",01/04/2025,Place,Planning and Regulation
17397180,"Hunt, James",01/04/2025,Place,Leisure Parks and Open Spaces
17420328,"Hunt, James",01/04/2025,Place,Leisure Parks and Open Spaces
17428120,"Hunt, James",01/05/2025,Place,Environmental Services
17795576,"Hunt, James",01/06/2025,Educational Achievement & Inclusion,0-25 SEND
17900676,"Hunt, James",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17927068,"Hunt, James",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17958900,"Hunt, James",01/06/2025,Place,Environmental Services
17959400,"Hunt, James",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17980065,"Hunt, James",01/06/2025,Place,Planning and Regulation
18430832,"Hunt, James",01/07/2025,Place,Leisure Parks and Open Spaces
18431032,"Hunt, James",01/07/2025,Place,Environmental Services
18433232,"Hunt, James",01/07/2025,Place,Environmental Services
18484952,"Hunt, James",01/07/2025,Place,Environmental Services
16232776,"Hunt, James",01/09/2024,Place,Environmental Services
15820676,"Jackson, Howard",01/07/2024,Place,Leisure Parks and Open Spaces
16058336,"Jackson, Howard",01/08/2024,Finance,"Property, Assets and Facilities Management"
16200092,"Jackson, Howard",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16200093,"Jackson, Howard",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16583997,"Jackson, Howard",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16629448,"Jackson, Howard",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16643564,"Jackson, Howard",01/12/2024,Place,Environmental Services
16939760,"Jackson, Howard",01/02/2025,Place,Planning and Regulation
16945820,"Jackson, Howard",01/02/2025,Place,Planning and Regulation
17055772,"Jackson, Howard",01/03/2025,Place,Planning and Regulation
17684576,"Jackson, Howard",01/05/2025,Place,Leisure Parks and Open Spaces
18124408,"Jackson, Howard",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18125310,"Jackson, Howard",01/06/2025,Place,Environmental Services
16405812,"James, Hunt",01/11/2024,Place,Libraries and Communities
15868521,"Leaf, David",01/07/2024,Place,Planning and Regulation
15884364,"Leaf, David",01/07/2024,Place,Environmental Services
15980536,"Leaf, David",01/08/2024,Place,"Highways, Traffic and Infrastructure"
15994888,"Leaf, David",01/08/2024,Place,Planning and Regulation
16043560,"Leaf, David",01/08/2024,Place,Planning and Regulation
16045156,"Leaf, David",01/08/2024,Finance,Exchequer Services
16048384,"Leaf, David",01/08/2024,Finance,Exchequer Services
16050584,"Leaf, David",01/08/2024,Place,Environmental Services
16125228,"Leaf, David",01/09/2024,Finance,Exchequer Services
16141800,"Leaf, David",01/09/2024,Finance,Exchequer Services
16171484,"Leaf, David",01/09/2024,Place,Parking Enforcement (Bexley and Bromley)
16359840,"Leaf, David",01/10/2024,Finance,Exchequer Services
16516108,"Leaf, David",01/11/2024,Place,Planning and Regulation
16558889,"Leaf, David",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16586597,"Leaf, David",01/12/2024,Place,Leisure Parks and Open Spaces
16635208,"Leaf, David",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16648220,"Leaf, David",01/01/2025,Place,Planning and Regulation
16714384,"Leaf, David",01/01/2025,Place,Environmental Services
16727936,"Leaf, David",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16728736,"Leaf, David",01/01/2025,Place,Environmental Services
16728936,"Leaf, David",01/01/2025,Place,Libraries and Communities
16729136,"Leaf, David",01/01/2025,Place,Leisure Parks and Open Spaces
16729238,"Leaf, David",01/01/2025,Place,Environmental Services
16729636,"Leaf, David",01/01/2025,Place,Environmental Services
16774984,"Leaf, David",01/01/2025,Place,Planning and Regulation
16781409,"Leaf, David",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16809056,"Leaf, David",01/01/2025,Place,Planning and Regulation
16834704,"Leaf, David",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16834904,"Leaf, David",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16835204,"Leaf, David",01/02/2025,Place,Environmental Services
16841700,"Leaf, David",01/02/2025,Place,Planning and Regulation
16867681,"Leaf, David",01/02/2025,Place,Housing Services
16867780,"Leaf, David",01/02/2025,Place,Planning and Regulation
16878200,"Leaf, David",01/02/2025,Place,Strategic Planning
16878500,"Leaf, David",01/02/2025,Place,Planning and Regulation
16910580,"Leaf, David",01/02/2025,Finance,Exchequer Services
16927136,"Leaf, David",01/02/2025,Place,Environmental Services
16969944,"Leaf, David",01/02/2025,Place,Leisure Parks and Open Spaces
16970144,"Leaf, David",01/02/2025,Place,Environmental Services
17000120,"Leaf, David",01/02/2025,Finance,Exchequer Services
17028624,"Leaf, David",01/03/2025,Place,Planning and Regulation
17029924,"Leaf, David",01/03/2025,Place,Housing Services
17065432,"Leaf, David",01/03/2025,Place,Environmental Services
17067433,"Leaf, David",01/03/2025,Finance,Exchequer Services
17067732,"Leaf, David",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17074696,"Leaf, David",01/03/2025,Place,Environmental Services
17091628,"Leaf, David",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17096728,"Leaf, David",01/03/2025,Place,Planning and Regulation
17125440,"Leaf, David",01/03/2025,Place,Environmental Services
17148996,"Leaf, David",01/03/2025,Finance,Exchequer Services
17168120,"Leaf, David",01/03/2025,Corporate Services,ICT
17182408,"Leaf, David",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17218878,"Leaf, David",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17252021,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17318144,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17319244,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17321840,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17322040,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17350292,"Leaf, David",01/04/2025,Place,Environmental Services
17397380,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17404576,"Leaf, David",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17473416,"Leaf, David",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17473717,"Leaf, David",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17550880,"Leaf, David",01/05/2025,Finance,Exchequer Services
17551180,"Leaf, David",01/05/2025,Place,Planning and Regulation
17580100,"Leaf, David",01/05/2025,Place,Leisure Parks and Open Spaces
17580600,"Leaf, David",01/05/2025,Place,Environmental Services
17588000,"Leaf, David",01/05/2025,Place,Leisure Parks and Open Spaces
17595032,"Leaf, David",01/05/2025,Finance,Exchequer Services
17659893,"Leaf, David",01/05/2025,Finance,Exchequer Services
17685576,"Leaf, David",01/05/2025,Finance,Exchequer Services
17699372,"Leaf, David",01/05/2025,Place,Leisure Parks and Open Spaces
17712436,"Leaf, David",01/05/2025,Place,Planning and Regulation
17734433,"Leaf, David",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17763121,"Leaf, David",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17763521,"Leaf, David",01/06/2025,Legal & Democratic Services,Mayoral & Member Support & Electoral Services
17808436,"Leaf, David",01/06/2025,Finance,Exchequer Services
17814236,"Leaf, David",01/06/2025,Legal & Democratic Services,Mayoral & Member Support & Electoral Services
17867188,"Leaf, David",01/06/2025,Place,Environmental Services
17926968,"Leaf, David",01/06/2025,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
17928268,"Leaf, David",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18015840,"Leaf, David",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18020740,"Leaf, David",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18076592,"Leaf, David",01/06/2025,Place,Planning and Regulation
18125209,"Leaf, David",01/06/2025,Finance,"Property, Assets and Facilities Management"
18175464,"Leaf, David",01/07/2025,Place,Environmental Services
18178764,"Leaf, David",01/07/2025,Place,Libraries and Communities
18180064,"Leaf, David",01/07/2025,Place,Environmental Services
18183664,"Leaf, David",01/07/2025,Place,Leisure Parks and Open Spaces
18201092,"Leaf, David",01/07/2025,Place,Environmental Services
18333292,"Leaf, David",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18379549,"Leaf, David",01/07/2025,Finance,Corporate Finance
18424572,"Leaf, David",01/07/2025,Place,Leisure Parks and Open Spaces
18471520,"Leaf, David",01/07/2025,Place,Leisure Parks and Open Spaces
18485552,"Leaf, David",01/07/2025,Place,Planning and Regulation
18506776,"Leaf, David",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18571760,"Leaf, David",01/07/2025,Place,"Highways, Traffic and Infrastructure"
16320276,"Leaf, David",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16490968,"Leaf, David",01/11/2024,Place,Planning and Regulation
16044160,"Lucia-Hennis, Geraldene",01/08/2024,Place,Environmental Services
15823168,"Lucia-Hennis, Geraldene",01/07/2024,Place,Planning and Regulation
15890456,"Lucia-Hennis, Geraldene",01/07/2024,Place,Planning and Regulation
17415736,"Lucia-Hennis, Geraldene",01/04/2025,Place,Planning and Regulation
17797576,"Lucia-Hennis, Geraldene",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18040068,"Lucia-Hennis, Geraldene",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18088120,"Lucia-Hennis, Geraldene",01/06/2025,Place,Planning and Regulation
18389280,"Lucia-Hennis, Geraldene",01/07/2025,Place,Libraries and Communities
18405272,"Lucia-Hennis, Geraldene",01/07/2025,Place,Environmental Services
15821076,"Moore, Lisa-Jane",01/07/2024,Place,"Highways, Traffic and Infrastructure"
16015908,"Moore, Lisa-Jane",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16059236,"Moore, Lisa-Jane",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16156728,"Moore, Lisa-Jane",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16196461,"Moore, Lisa-Jane",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16358008,"Moore, Lisa-Jane",01/10/2024,Place,Environmental Services
16457812,"Moore, Lisa-Jane",01/11/2024,Place,Leisure Parks and Open Spaces
16556689,"Moore, Lisa-Jane",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16557088,"Moore, Lisa-Jane",01/12/2024,Place,Environmental Services
16557289,"Moore, Lisa-Jane",01/12/2024,Place,Leisure Parks and Open Spaces
16653816,"Moore, Lisa-Jane",01/01/2025,Finance,"Property, Assets and Facilities Management"
16690416,"Moore, Lisa-Jane",01/01/2025,Place,Leisure Parks and Open Spaces
16780708,"Moore, Lisa-Jane",01/01/2025,Place,Environmental Services
16816252,"Moore, Lisa-Jane",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16951720,"Moore, Lisa-Jane",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17134172,"Moore, Lisa-Jane",01/03/2025,Place,Environmental Services
17246760,"Moore, Lisa-Jane",01/04/2025,Place,Leisure Parks and Open Spaces
17278937,"Moore, Lisa-Jane",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17327768,"Moore, Lisa-Jane",01/04/2025,Place,Environmental Services
17354488,"Moore, Lisa-Jane",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17354688,"Moore, Lisa-Jane",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17363672,"Moore, Lisa-Jane",01/04/2025,Place,Environmental Services
17374128,"Moore, Lisa-Jane",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17434784,"Moore, Lisa-Jane",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17816836,"Moore, Lisa-Jane",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18044168,"Moore, Lisa-Jane",01/06/2025,Place,Housing Services
18074292,"Moore, Lisa-Jane",01/06/2025,Place,Planning and Regulation
18254244,"Moore, Lisa-Jane",01/07/2025,Place,Planning and Regulation
18452460,"Moore, Lisa-Jane",01/07/2025,Place,Leisure Parks and Open Spaces
18452560,"Moore, Lisa-Jane",01/07/2025,Place,Leisure Parks and Open Spaces
18452960,"Moore, Lisa-Jane",01/07/2025,Place,Environmental Services
18453360,"Moore, Lisa-Jane",01/07/2025,Place,Environmental Services
18537936,"Moore, Lisa-Jane",01/07/2025,Place,"Highways, Traffic and Infrastructure"
17649928,"MP for Eltham - Efford, Clive",01/05/2025,Place,Housing Services
18149140,"MP for Eltham - Efford, Clive",01/07/2025,Place,Housing Services
15861996,"Munur, Cafer",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15886160,"Munur, Cafer",01/07/2024,Place,Environmental Services
15959173,"Munur, Cafer",01/08/2024,Finance,Exchequer Services
16045556,"Munur, Cafer",01/08/2024,Place,Planning and Regulation
16205988,"Munur, Cafer",01/09/2024,Adult Social Care & Health,Complex Care
16250788,"Munur, Cafer",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16269004,"Munur, Cafer",01/10/2024,Place,Planning and Regulation
16270504,"Munur, Cafer",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16395696,"Munur, Cafer",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16516104,"Munur, Cafer",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16556988,"Munur, Cafer",01/12/2024,Place,Housing Services
16572740,"Munur, Cafer",01/12/2024,Place,Libraries and Communities
16689816,"Munur, Cafer",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16714284,"Munur, Cafer",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16726736,"Munur, Cafer",01/01/2025,Finance,Exchequer Services
16727736,"Munur, Cafer",01/01/2025,Place,Planning and Regulation
16804629,"Munur, Cafer",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16859256,"Munur, Cafer",01/02/2025,Place,Libraries and Communities
16887496,"Munur, Cafer",01/02/2025,Place,Strategic Planning
16962816,"Munur, Cafer",01/02/2025,Place,Planning and Regulation
17059672,"Munur, Cafer",01/03/2025,Place,Environmental Services
17062568,"Munur, Cafer",01/03/2025,Place,Environmental Services
17123040,"Munur, Cafer",01/03/2025,Place,Leisure Parks and Open Spaces
17123140,"Munur, Cafer",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17123540,"Munur, Cafer",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17127940,"Munur, Cafer",01/03/2025,Place,Leisure Parks and Open Spaces
17130340,"Munur, Cafer",01/03/2025,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
17133772,"Munur, Cafer",01/03/2025,Place,Parking Enforcement (Bexley and Bromley)
17166920,"Munur, Cafer",01/03/2025,Place,Planning and Regulation
17219876,"Munur, Cafer",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17354288,"Munur, Cafer",01/04/2025,Place,Environmental Services
17362972,"Munur, Cafer",01/04/2025,Place,Strategic Planning
17377593,"Munur, Cafer",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17397980,"Munur, Cafer",01/04/2025,Place,Environmental Services
17575900,"Munur, Cafer",01/05/2025,Finance,Exchequer Services
