Ref,Councillor,Date received,Directorate,Service area
16341272,"Sandhu, Rags",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16440040,"Sandhu, Rags",01/11/2024,Place,Planning and Regulation
16440240,"Sandhu, Rags",01/11/2024,Place,Housing Services
16471728,"Sandhu, Rags",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16495032,"Sandhu, Rags",01/11/2024,Adult Social Care & Health,Complex Care
16497132,"Sandhu, Rags",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16503624,"Sandhu, Rags",01/11/2024,Place,Housing Services
16506056,"Sandhu, Rags",01/11/2024,Adult Social Care & Health,Complex Care
15848052,"Seymour, Melvin",01/07/2024,Adult Social Care & Health,Integrated Commissioning
15874780,"Seymour, Melvin",01/07/2024,Place,Environmental Services
15967292,"Seymour, Melvin",01/08/2024,Place,Planning and Regulation
15992596,"Seymour, Melvin",01/08/2024,Place,Planning and Regulation
16000444,"Seymour, Melvin",01/08/2024,Place,Planning and Regulation
16008128,"Seymour, Melvin",01/08/2024,Place,Planning and Regulation
16116144,"Seymour, Melvin",01/09/2024,Place,Housing Services
16128784,"Seymour, Melvin",01/09/2024,Place,Housing Services
16150432,"Seymour, Melvin",01/09/2024,Place,Environmental Services
16181273,"Seymour, Melvin",01/09/2024,Place,Environmental Services
16249688,"Seymour, Melvin",01/10/2024,Place,Housing Services
16506156,"Seymour, Melvin",01/11/2024,Place,Planning and Regulation
16680220,"Seymour, Melvin",01/01/2025,Adult Social Care & Health,Complex Care
16700201,"Seymour, Melvin",01/01/2025,Place,Housing Services
16734536,"Seymour, Melvin",01/01/2025,Educational Achievement & Inclusion,0-25 SEND
16752060,"Seymour, Melvin",01/01/2025,Educational Achievement & Inclusion,"Strategic Education Partnership, Improvement & Inclusion"
16765788,"Seymour, Melvin",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16817552,"Seymour, Melvin",01/01/2025,Place,Housing Services
17093828,"Seymour, Melvin",01/03/2025,Place,Planning and Regulation
17377592,"Seymour, Melvin",01/04/2025,Place,Planning and Regulation
17757720,"Seymour, Melvin",01/06/2025,Place,Housing Services
18420572,"Seymour, Melvin",01/07/2025,Place,Environmental Services
16207288,"Seymour, Melvin",01/09/2024,Place,Environmental Services
15867190,"Slaughter, June",01/07/2024,Place,Environmental Services
15962536,"Slaughter, June",01/08/2024,Place,Environmental Services
16296412,"Slaughter, June",01/10/2024,Adult Social Care & Health,Complex Care
16518408,"Slaughter, June",01/11/2024,Place,Planning and Regulation
16566816,"Slaughter, June",01/12/2024,Adult Social Care & Health,Complex Care
16576400,"Slaughter, June",01/12/2024,Place,Planning and Regulation
16598208,"Slaughter, June",01/12/2024,Place,Environmental Services
16702703,"Slaughter, June",01/01/2025,Place,Housing Services
16713284,"Slaughter, June",01/01/2025,Place,Planning and Regulation
16911080,"Slaughter, June",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17063832,"Slaughter, June",01/03/2025,Place,Leisure Parks and Open Spaces
17129440,"Slaughter, June",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17195764,"Slaughter, June",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17282168,"Slaughter, June",01/04/2025,Place,Planning and Regulation
17321640,"Slaughter, June",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17364072,"Slaughter, June",01/04/2025,Finance,Exchequer Services
17733434,"Slaughter, June",01/05/2025,Finance,"Property, Assets and Facilities Management"
17777284,"Slaughter, June",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17969032,"Slaughter, June",01/06/2025,Place,Planning and Regulation
18036968,"Slaughter, June",01/06/2025,Adult Social Care & Health,Complex Care
18046368,"Slaughter, June",01/06/2025,Place,Planning and Regulation
18143340,"Slaughter, June",01/07/2025,Place,Housing Services
18246780,"Slaughter, June",01/07/2025,Place,Planning and Regulation
18428700,"Slaughter, June",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18450360,"Slaughter, June",01/07/2025,Place,Planning and Regulation
17751820,"Slaughter, June ",01/06/2025,Place,Environmental Services
15910920,"Smith, Cameron",01/07/2024,Place,Planning and Regulation
16092476,"Smith, Cameron",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16102724,"Smith, Cameron",01/09/2024,Place,Environmental Services
16204088,"Smith, Cameron",01/09/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16272300,"Smith, Cameron",01/09/2024,Legal & Democratic Services,Mayoral & Member Support & Electoral Services
16597908,"Smith, Cameron",01/12/2024,Place,Strategic Planning
16699702,"Smith, Cameron",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16700000,"Smith, Cameron",01/01/2025,Place,Planning and Regulation
16703300,"Smith, Cameron",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16714091,"Smith, Cameron",01/01/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16714386,"Smith, Cameron",01/01/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16720148,"Smith, Cameron",01/01/2025,Place,Environmental Services
16765188,"Smith, Cameron",01/01/2025,Place,Strategic Planning
16776185,"Smith, Cameron",01/01/2025,Place,Environmental Services
16810257,"Smith, Cameron",01/01/2025,Place,Planning and Regulation
16834406,"Smith, Cameron",01/02/2025,Finance,"Property, Assets and Facilities Management"
16842800,"Smith, Cameron",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16934296,"Smith, Cameron",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16957216,"Smith, Cameron",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16957416,"Smith, Cameron",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16981104,"Smith, Cameron",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17073597,"Smith, Cameron",01/03/2025,Place,Planning and Regulation
17223876,"Smith, Cameron",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17224176,"Smith, Cameron",01/03/2025,Place,Planning and Regulation
17224576,"Smith, Cameron",01/03/2025,Place,Environmental Services
17308748,"Smith, Cameron",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17422260,"Smith, Cameron",01/04/2025,Place,Planning and Regulation
17439948,"Smith, Cameron",01/05/2025,Place,Strategic Planning
17511024,"Smith, Cameron",01/05/2025,Place,Planning and Regulation
17511724,"Smith, Cameron",01/05/2025,Place,Planning and Regulation
17693440,"Smith, Cameron",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17805736,"Smith, Cameron",01/06/2025,Place,Environmental Services
17929568,"Smith, Cameron",01/06/2025,Place,Planning and Regulation
17996620,"Smith, Cameron",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18369852,"Smith, Cameron",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18370552,"Smith, Cameron",01/07/2025,Place,Planning and Regulation
18427600,"Smith, Cameron",01/07/2025,Place,Environmental Services
18428100,"Smith, Cameron",01/07/2025,Place,Environmental Services
18428902,"Smith, Cameron",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18430132,"Smith, Cameron",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18566460,"Smith, Cameron",01/07/2025,Place,Planning and Regulation
16506256,"Smith, Cameron",01/11/2024,Place,Planning and Regulation
16507756,"Smith, Cameron",01/11/2024,Place,Housing Services
16190368,"Taylor, Christopher",01/09/2024,Place,Planning and Regulation
16252988,"Taylor, Christopher",01/10/2024,Place,Leisure Parks and Open Spaces
16276596,"Taylor, Christopher",01/10/2024,Place,Environmental Services
16331528,"Taylor, Christopher",01/10/2024,Place,Planning and Regulation
16816253,"Taylor, Christopher",01/01/2025,Place,"Highways, Traffic and Infrastructure"
18450560,"Taylor, Christopher",01/07/2025,Place,Environmental Services
15860200,"Taylor, Nicola",01/07/2024,Place,Environmental Services
15887261,"Taylor, Nicola",01/07/2024,Place,"Highways, Traffic and Infrastructure"
16040636,"Taylor, Nicola",01/08/2024,Place,Planning and Regulation
16044592,"Taylor, Nicola",01/08/2024,Place,Environmental Services
16180172,"Taylor, Nicola",01/09/2024,Place,Parking Enforcement (Bexley and Bromley)
16239265,"Taylor, Nicola",01/10/2024,Place,Planning and Regulation
16389869,"Taylor, Nicola",01/10/2024,Adult Social Care & Health,Complex Care
16434484,"Taylor, Nicola",01/11/2024,Place,Environmental Services
16546464,"Taylor, Nicola",01/12/2024,Place,Planning and Regulation
16642460,"Taylor, Nicola",01/12/2024,Place,Environmental Services
16851196,"Taylor, Nicola",01/02/2025,Place,Planning and Regulation
16858656,"Taylor, Nicola",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17076996,"Taylor, Nicola",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17078996,"Taylor, Nicola",01/03/2025,Place,Housing Services
17081396,"Taylor, Nicola",01/03/2025,Place,Environmental Services
17081796,"Taylor, Nicola",01/03/2025,Place,Libraries and Communities
17108484,"Taylor, Nicola",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17189236,"Taylor, Nicola",01/03/2025,Adult Social Care & Health,Public Health
17189736,"Taylor, Nicola",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17192368,"Taylor, Nicola",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17248220,"Taylor, Nicola",01/04/2025,Place,Environmental Services
17293260,"Taylor, Nicola",01/04/2025,Finance,"Property, Assets and Facilities Management"
17300388,"Taylor, Nicola",01/04/2025,Finance,"Property, Assets and Facilities Management"
17334096,"Taylor, Nicola",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17335496,"Taylor, Nicola",01/04/2025,Place,Planning and Regulation
17335696,"Taylor, Nicola",01/04/2025,Place,Environmental Services
17341496,"Taylor, Nicola",01/04/2025,Place,Planning and Regulation
17346861,"Taylor, Nicola",01/04/2025,Place,Libraries and Communities
17385520,"Taylor, Nicola",01/04/2025,Place,Strategic Planning
17445036,"Taylor, Nicola",01/05/2025,Place,Environmental Services
17474016,"Taylor, Nicola",01/05/2025,Adult Social Care & Health,Complex Care
17490868,"Taylor, Nicola",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17497700,"Taylor, Nicola",01/05/2025,Place,Planning and Regulation
17501202,"Taylor, Nicola",01/05/2025,Place,Libraries and Communities
17511125,"Taylor, Nicola",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17512024,"Taylor, Nicola",01/05/2025,Place,Environmental Services
17514124,"Taylor, Nicola",01/05/2025,Finance,Exchequer Services
17564712,"Taylor, Nicola",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17565212,"Taylor, Nicola",01/05/2025,Place,Environmental Services
17565612,"Taylor, Nicola",01/05/2025,Place,Housing Services
17579000,"Taylor, Nicola",01/05/2025,Place,Environmental Services
17600632,"Taylor, Nicola",01/05/2025,Place,Environmental Services
17734332,"Taylor, Nicola",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17740832,"Taylor, Nicola",01/05/2025,Place,Strategic Planning
17773985,"Taylor, Nicola",01/06/2025,Place,Libraries and Communities
17821536,"Taylor, Nicola",01/06/2025,Place,Strategic Planning
17862188,"Taylor, Nicola",01/06/2025,Place,Environmental Services
17913872,"Taylor, Nicola",01/06/2025,Place,Environmental Services
17920872,"Taylor, Nicola",01/06/2025,Place,Environmental Services
17921472,"Taylor, Nicola",01/06/2025,Adult Social Care & Health,Complex Care
18164636,"Taylor, Nicola",01/07/2025,Place,Leisure Parks and Open Spaces
18258744,"Taylor, Nicola",01/07/2025,Place,Environmental Services
18332592,"Taylor, Nicola",01/07/2025,Finance,Exchequer Services
18335392,"Taylor, Nicola",01/07/2025,Place,Libraries and Communities
18336892,"Taylor, Nicola",01/07/2025,Place,Housing Services
18435032,"Taylor, Nicola",01/07/2025,Place,Housing Services
18440232,"Taylor, Nicola",01/07/2025,Place,Environmental Services
18532536,"Taylor, Nicola",01/07/2025,Place,Housing Services
16303464,"Taylor, Nicola",01/10/2024,Place,Environmental Services
16874700,"Turrell - AM, Thomas",01/02/2025,Place,Housing Services
17096128,"Turrell - AM, Thomas",01/03/2025,Place,Housing Services
16356976,"Unknown, Terrence",01/10/2024,Finance,Exchequer Services
15937696,"Ward-Wilson, Janice",01/07/2024,Adult Social Care & Health,Complex Care
16044824,"Ward-Wilson, Janice",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16073876,"Ward-Wilson, Janice",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16184836,"Ward-Wilson, Janice",01/09/2024,Place,Environmental Services
16196960,"Ward-Wilson, Janice",01/09/2024,Corporate Services,Customer Services & Business Support
16267104,"Ward-Wilson, Janice",01/10/2024,Place,Environmental Services
16365588,"Ward-Wilson, Janice",01/10/2024,Place,Housing Services
16396828,"Ward-Wilson, Janice",01/11/2024,Place,Leisure Parks and Open Spaces
16467600,"Ward-Wilson, Janice",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16495232,"Ward-Wilson, Janice",01/11/2024,Place,Environmental Services
16569908,"Ward-Wilson, Janice",01/12/2024,Place,Planning and Regulation
16834005,"Ward-Wilson, Janice",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16877400,"Ward-Wilson, Janice",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17020596,"Ward-Wilson, Janice",01/02/2025,Place,Environmental Services
17124340,"Ward-Wilson, Janice",01/03/2025,Place,Planning and Regulation
17206892,"Ward-Wilson, Janice",01/03/2025,Place,Environmental Services
17207792,"Ward-Wilson, Janice",01/03/2025,Place,Environmental Services
17368664,"Ward-Wilson, Janice",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17403476,"Ward-Wilson, Janice",01/04/2025,Place,Planning and Regulation
17667224,"Ward-Wilson, Janice",01/05/2025,Place,Environmental Services
17684976,"Ward-Wilson, Janice",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17701172,"Ward-Wilson, Janice",01/05/2025,Place,Leisure Parks and Open Spaces
17716636,"Ward-Wilson, Janice",01/05/2025,Place,Environmental Services
17761120,"Ward-Wilson, Janice",01/06/2025,Place,Leisure Parks and Open Spaces
18012808,"Ward-Wilson, Janice",01/06/2025,Place,Environmental Services
18015340,"Ward-Wilson, Janice",01/06/2025,Place,Environmental Services
18160236,"Ward-Wilson, Janice",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18228016,"Ward-Wilson, Janice",01/07/2025,Place,Leisure Parks and Open Spaces
18280472,"Ward-Wilson, Janice",01/07/2025,Place,Leisure Parks and Open Spaces
16252088,"Ward-Wilson, Janice",01/10/2024,Place,Environmental Services
16459240,"Ward-Wilson, Janice",01/11/2024,Place,Environmental Services
